# Program:featureCounts v2.0.1; Command:"featureCounts" "--verbose" "-a" "./PROKKA_06012021.gtf" "-t" "CDS" "-o" "final_featureCounts.txt" "./sorted_bam/AA24-1.sorted.bam" "./sorted_bam/AA24-2.sorted.bam" "./sorted_bam/AA24-3.sorted.bam" "./sorted_bam/AA3-1.sorted.bam" "./sorted_bam/AA3-2.sorted.bam" "./sorted_bam/AA3-3.sorted.bam" "./sorted_bam/AA72-1.sorted.bam" "./sorted_bam/AA72-2.sorted.bam" "./sorted_bam/AA72-3.sorted.bam" "./sorted_bam/AAF24-1.sorted.bam" "./sorted_bam/AAF24-2.sorted.bam" "./sorted_bam/AAF24-3.sorted.bam" "./sorted_bam/AAF3-1.sorted.bam" "./sorted_bam/AAF3-2.sorted.bam" "./sorted_bam/AAF3-3.sorted.bam" "./sorted_bam/AAF72-1.sorted.bam" "./sorted_bam/AAF72-2.sorted.bam" "./sorted_bam/AAF72-3.sorted.bam" "./sorted_bam/ABBL18TSB.sorted.bam" "./sorted_bam/ABGA24-1.sorted.bam" "./sorted_bam/ABGA24-2.sorted.bam" "./sorted_bam/ABGA24-3.sorted.bam" "./sorted_bam/ABGA3-1.sorted.bam" "./sorted_bam/ABGA3-2.sorted.bam" "./sorted_bam/ABGA3-3.sorted.bam" "./sorted_bam/ABGA72-1.sorted.bam" "./sorted_bam/ABGA72-2.sorted.bam" "./sorted_bam/ABGA72-3.sorted.bam" "./sorted_bam/ABGW24-1.sorted.bam" "./sorted_bam/ABGW24-2.sorted.bam" "./sorted_bam/ABGW24-3.sorted.bam" "./sorted_bam/ABGW3-1.sorted.bam" "./sorted_bam/ABGW3-2.sorted.bam" "./sorted_bam/ABGW3-3.sorted.bam" "./sorted_bam/ABGW72-1.sorted.bam" "./sorted_bam/ABGW72-2.sorted.bam" "./sorted_bam/ABGW72-3.sorted.bam" "./sorted_bam/AVEG24-1.sorted.bam" "./sorted_bam/AVEG24-2.sorted.bam" "./sorted_bam/AVEG24-3.sorted.bam" "./sorted_bam/AVEG3-1.sorted.bam" "./sorted_bam/AVEG3-2.sorted.bam" "./sorted_bam/AVEG3-3.sorted.bam" "./sorted_bam/AVEG72-1.sorted.bam" "./sorted_bam/AVEG72-2.sorted.bam" "./sorted_bam/AVEG72-3.sorted.bam" "./sorted_bam/AW24-1.sorted.bam" "./sorted_bam/AW24-2.sorted.bam" "./sorted_bam/AW24-3.sorted.bam" "./sorted_bam/AW3-1.sorted.bam" "./sorted_bam/AW3-2.sorted.bam" "./sorted_bam/AW3-3.sorted.bam" "./sorted_bam/AW72-1.sorted.bam" "./sorted_bam/AW72-2.sorted.bam" "./sorted_bam/AW72-3.sorted.bam" "-F" "GTF" "-g" "gene_id" 
Geneid	Chr	Start	End	Strand	Length	./sorted_bam/AA24-1.sorted.bam	./sorted_bam/AA24-2.sorted.bam	./sorted_bam/AA24-3.sorted.bam	./sorted_bam/AA3-1.sorted.bam	./sorted_bam/AA3-2.sorted.bam	./sorted_bam/AA3-3.sorted.bam	./sorted_bam/AA72-1.sorted.bam	./sorted_bam/AA72-2.sorted.bam	./sorted_bam/AA72-3.sorted.bam	./sorted_bam/AAF24-1.sorted.bam	./sorted_bam/AAF24-2.sorted.bam	./sorted_bam/AAF24-3.sorted.bam	./sorted_bam/AAF3-1.sorted.bam	./sorted_bam/AAF3-2.sorted.bam	./sorted_bam/AAF3-3.sorted.bam	./sorted_bam/AAF72-1.sorted.bam	./sorted_bam/AAF72-2.sorted.bam	./sorted_bam/AAF72-3.sorted.bam	./sorted_bam/ABBL18TSB.sorted.bam	./sorted_bam/ABGA24-1.sorted.bam	./sorted_bam/ABGA24-2.sorted.bam	./sorted_bam/ABGA24-3.sorted.bam	./sorted_bam/ABGA3-1.sorted.bam	./sorted_bam/ABGA3-2.sorted.bam	./sorted_bam/ABGA3-3.sorted.bam	./sorted_bam/ABGA72-1.sorted.bam	./sorted_bam/ABGA72-2.sorted.bam	./sorted_bam/ABGA72-3.sorted.bam	./sorted_bam/ABGW24-1.sorted.bam	./sorted_bam/ABGW24-2.sorted.bam	./sorted_bam/ABGW24-3.sorted.bam	./sorted_bam/ABGW3-1.sorted.bam	./sorted_bam/ABGW3-2.sorted.bam	./sorted_bam/ABGW3-3.sorted.bam	./sorted_bam/ABGW72-1.sorted.bam	./sorted_bam/ABGW72-2.sorted.bam	./sorted_bam/ABGW72-3.sorted.bam	./sorted_bam/AVEG24-1.sorted.bam	./sorted_bam/AVEG24-2.sorted.bam	./sorted_bam/AVEG24-3.sorted.bam	./sorted_bam/AVEG3-1.sorted.bam	./sorted_bam/AVEG3-2.sorted.bam	./sorted_bam/AVEG3-3.sorted.bam	./sorted_bam/AVEG72-1.sorted.bam	./sorted_bam/AVEG72-2.sorted.bam	./sorted_bam/AVEG72-3.sorted.bam	./sorted_bam/AW24-1.sorted.bam	./sorted_bam/AW24-2.sorted.bam	./sorted_bam/AW24-3.sorted.bam	./sorted_bam/AW3-1.sorted.bam	./sorted_bam/AW3-2.sorted.bam	./sorted_bam/AW3-3.sorted.bam	./sorted_bam/AW72-1.sorted.bam	./sorted_bam/AW72-2.sorted.bam	./sorted_bam/AW72-3.sorted.bam
LJGBIDFA_03788	NODE_49_length_14457_cov_50.188804	6989	7153	-	165	1720	2915	1555	3104	3918	4539	1232	2580	3335	3449	2523	4506	3814	1625	1358	1605	1064	1135	592	2333	1928	2073	2661	2019	2007	2214	2060	1957	3130	1703	3334	2818	1979	3925	2354	2178	1999	675	647	776	1560	901	498	480	1044	645	1717	2702	2352	3643	4865	5053	1027	737	726
LJGBIDFA_03789	NODE_49_length_14457_cov_50.188804	7595	7900	+	306	336	826	698	1084	975	1059	476	804	685	2669	1566	1947	4160	2887	1778	2138	2291	2449	957	1396	2664	2568	3326	2271	2545	2784	2537	2106	1857	1378	1986	2219	2170	2471	1352	2234	1811	856	679	607	757	646	495	569	594	803	454	229	332	1424	1295	1287	553	327	254
LJGBIDFA_03790	NODE_49_length_14457_cov_50.188804	7890	8279	+	390	417	1271	940	1466	1258	1063	537	902	852	2975	2304	1838	4411	4314	2405	3702	3294	4172	1314	3032	3327	3591	3987	2261	4111	4077	3572	2962	2179	1940	2632	2723	2338	2739	2372	2400	2879	1451	1175	1019	1111	1218	692	988	657	1155	591	195	486	1328	1383	1208	527	426	444
LJGBIDFA_03791	NODE_49_length_14457_cov_50.188804	8309	9160	+	852	1266	3035	3014	3191	2054	2722	1668	2465	2835	8549	6159	5761	9835	9455	7817	10022	9906	12156	5413	6879	9799	6984	9004	6383	6664	7864	8568	8869	4625	3810	4630	5360	7695	5634	5095	6851	4730	5717	3800	3061	3595	3545	2421	3705	3066	5741	4171	1316	2258	3417	2780	3093	2597	1986	1993
LJGBIDFA_03792	NODE_49_length_14457_cov_50.188804	9176	10363	+	1188	526	772	979	923	693	721	655	906	1087	2252	3229	937	3710	3703	3820	3466	4400	5613	3722	3641	3843	2012	3592	2502	1800	2310	3276	3218	1026	835	750	1125	2637	1373	1294	2437	941	3304	2013	1148	1033	1569	1098	1780	1456	3351	2897	902	1767	1469	877	1356	1448	1254	1470
LJGBIDFA_03793	NODE_49_length_14457_cov_50.188804	10400	11605	+	1206	511	939	893	1087	1320	1134	644	720	1008	1749	3193	899	5172	3331	2960	2559	3357	4242	6531	4193	3975	2029	4214	2303	1713	2371	2781	2832	1123	578	999	1433	2358	1810	1485	2257	1127	3247	2240	1349	1663	1926	1304	1970	1349	3413	1880	643	932	1458	1141	1628	1213	864	906
LJGBIDFA_03794	NODE_49_length_14457_cov_50.188804	11842	12846	+	1005	183	365	455	454	386	332	211	368	463	986	351	599	650	1440	1639	1507	1484	1907	3181	456	1122	916	1212	1188	658	1065	1056	1651	498	625	429	691	1666	1119	1028	1368	472	824	552	388	526	556	355	403	449	976	810	305	491	532	426	525	720	600	546
LJGBIDFA_03795	NODE_49_length_14457_cov_50.188804	12859	13950	+	1092	356	657	698	595	635	652	438	607	767	914	609	470	860	2067	2254	1624	2079	2619	3738	599	1600	1047	1550	1536	852	1032	1366	1977	489	373	264	709	2133	1219	1449	2074	608	1150	626	536	679	634	415	485	581	1355	1083	509	647	841	594	726	1212	1189	700
LJGBIDFA_03796	NODE_49_length_14457_cov_50.188804	14047	14406	-	360	27	76	63	41	66	43	27	33	59	132	42	107	87	129	249	165	132	184	69	43	99	77	81	95	48	125	95	136	44	113	69	118	128	79	127	144	57	30	20	27	31	34	2	35	46	50	469	132	240	139	135	145	217	147	343
LJGBIDFA_03797	NODE_50_length_13326_cov_59.670466	47	913	+	867	1602	5578	3163	3677	3723	3535	1794	4142	3261	5446	2941	2640	5298	8074	7435	7257	7996	9905	4763	2693	5154	5342	5646	3911	5652	6046	6351	7173	4922	2547	3769	4413	7650	5523	3993	9366	4286	2966	1987	2666	2821	2212	1283	1340	1802	2632	6438	4142	7064	6946	6970	7722	8560	6556	4954
LJGBIDFA_03798	NODE_50_length_13326_cov_59.670466	1000	1302	+	303	370	813	793	475	490	568	481	689	875	977	597	530	675	1825	2977	1881	2743	3289	1102	400	1655	853	1069	1016	762	1081	1749	2548	768	263	457	569	3554	1159	1386	4507	897	851	535	581	472	411	267	360	499	1123	3679	1545	2716	1454	975	1466	4188	2906	2510
LJGBIDFA_03799	NODE_50_length_13326_cov_59.670466	1478	2971	-	1494	517	1089	1122	485	459	411	922	1032	1032	1360	1526	246	808	6078	14098	5588	12898	17836	878	1093	7047	2846	2168	2851	969	2813	7951	11729	1394	700	356	680	18136	3613	7348	30991	3346	2676	1419	1806	624	695	540	1340	1039	3359	13569	5438	10469	3687	1944	4433	9138	6077	10335
LJGBIDFA_03800	NODE_50_length_13326_cov_59.670466	3182	3406	-	225	226	463	495	415	348	329	408	530	538	658	763	206	576	2150	4167	1821	4083	5425	457	701	2591	1139	1027	1247	817	1031	2744	3724	511	271	228	325	4936	1021	2178	7066	844	882	484	625	391	429	228	438	471	1135	3452	1454	2592	1228	614	1235	1830	1320	2335
LJGBIDFA_03801	NODE_50_length_13326_cov_59.670466	3526	4362	-	837	1465	3449	2990	3135	3186	2243	2724	3321	3158	4280	5363	1534	4730	11566	15992	9805	18328	25891	2757	4305	11375	6525	7341	5912	4322	6369	14029	16475	2822	1797	1625	2531	18468	5292	8198	26859	5079	4639	3282	3800	3015	3154	1647	2242	2776	4990	11469	4745	8957	4463	2755	4739	8165	5968	8359
LJGBIDFA_03802	NODE_50_length_13326_cov_59.670466	4362	5165	-	804	4077	9436	7208	9507	10084	9036	5306	8177	8679	11548	12140	6962	15154	21921	21009	15576	23985	32737	5396	10276	18509	13998	16925	12363	14334	14512	20391	21393	8165	4923	7073	9753	23188	13998	13663	27602	9954	6418	5164	6090	6834	5923	3298	3446	4994	6612	13338	5922	10080	8809	7814	9254	8895	6596	8760
LJGBIDFA_03803	NODE_50_length_13326_cov_59.670466	5823	7610	-	1788	355	1081	976	2118	2417	2773	515	429	830	3765	1515	3361	7418	3822	4679	3457	4369	4968	2197	2203	2500	2751	2794	2402	1347	2243	2545	3916	2181	1155	3317	2189	2872	3639	2142	2652	2166	1203	1027	856	1903	1657	924	833	828	1441	5771	2441	2343	2424	1963	2232	1224	1110	2289
LJGBIDFA_03804	NODE_50_length_13326_cov_59.670466	7820	8224	+	405	7	109	41	59	57	78	34	55	44	413	10	295	160	365	372	616	369	388	28	35	151	182	129	224	183	339	288	582	165	223	240	162	274	200	268	344	212	88	39	33	40	45	25	10	17	64	383	162	285	187	134	221	141	71	162
LJGBIDFA_03805	NODE_50_length_13326_cov_59.670466	8273	8656	-	384	57	184	175	173	112	157	173	105	147	648	80	350	346	1048	1244	944	1217	1430	234	98	604	560	441	536	351	529	818	1154	250	264	225	343	785	367	331	767	297	241	80	99	62	94	39	116	64	307	837	242	358	468	357	435	175	156	281
LJGBIDFA_03806	NODE_50_length_13326_cov_59.670466	8677	10938	-	2262	456	2012	2228	1935	1304	2595	1003	1012	1792	7200	1017	5056	3271	8440	11276	7760	10261	11319	1856	1013	5259	4521	3620	5222	3029	4160	5701	7389	3018	2051	3511	3713	7873	4843	4007	8001	2655	1986	790	723	791	887	490	890	844	2519	9233	3459	4277	5084	3894	4609	1984	1623	3410
LJGBIDFA_03807	NODE_50_length_13326_cov_59.670466	11112	12215	+	1104	363	960	947	1363	1375	1489	387	514	811	3509	977	2625	3076	2959	2709	3070	2504	2738	3632	1204	2393	2244	2886	2395	1676	2479	2451	2622	1821	1130	2195	2431	2796	2584	1487	2311	1739	928	796	694	1275	1044	642	496	624	1100	1677	658	819	1634	1129	1248	575	388	577
LJGBIDFA_03808	NODE_50_length_13326_cov_59.670466	12531	13253	+	723	382	1029	1081	1536	1763	1911	427	708	1065	6321	985	4136	3725	5158	5683	6571	5083	5632	2241	881	3385	3310	3310	3364	1909	2798	3009	3835	2515	2255	2719	3119	3258	3775	2471	3039	2294	701	575	463	871	696	390	384	489	863	7061	2753	3466	4257	2970	3248	1748	1538	3178
LJGBIDFA_03809	NODE_51_length_13017_cov_48.355719	906	2114	-	1209	2845	4140	4218	3157	2682	3263	2419	3991	4426	4436	6688	3599	5141	3764	4713	4401	4610	5311	1006	5167	4329	4003	4164	3537	1616	3998	5446	5485	4815	1482	5482	4554	5030	6197	3119	5985	3959	3559	4670	6147	4581	3667	1664	2371	5615	2981	6784	1890	3402	3955	3350	3258	4721	2551	3546
LJGBIDFA_03810	NODE_51_length_13017_cov_48.355719	2534	3187	-	654	250	489	435	467	612	540	297	476	511	604	547	330	535	1237	1472	1079	1494	1932	216	338	866	633	714	803	527	792	1032	1228	368	366	305	409	1352	466	662	1283	317	393	289	292	409	389	164	199	334	467	1920	790	1031	1181	1019	1193	825	617	946
LJGBIDFA_03811	NODE_51_length_13017_cov_48.355719	3206	3877	-	672	158	469	301	401	406	531	158	306	448	692	266	462	523	995	1384	1090	1537	1655	275	246	767	723	562	778	627	814	835	1112	425	287	374	565	1049	676	605	1039	431	300	170	251	162	195	135	163	224	369	1629	750	892	1171	1038	1090	771	587	968
LJGBIDFA_03812	NODE_51_length_13017_cov_48.355719	4038	4403	+	366	573	1018	786	1088	1239	1295	434	779	1023	436	598	487	936	441	443	339	423	375	109	505	478	440	466	341	276	352	388	413	339	303	469	430	326	431	205	393	227	227	182	207	233	225	162	195	211	231	526	215	275	828	835	897	179	178	318
LJGBIDFA_03813	NODE_51_length_13017_cov_48.355719	4436	4771	-	336	54	208	62	117	149	125	152	104	104	180	56	144	141	185	260	207	209	222	58	115	140	168	143	126	90	134	105	171	109	68	164	109	152	162	109	165	62	67	39	21	57	58	18	73	40	68	374	94	97	142	158	140	107	76	171
LJGBIDFA_03814	NODE_51_length_13017_cov_48.355719	4774	5625	-	852	23	60	83	57	69	71	58	54	48	161	55	121	89	212	433	217	357	396	74	56	165	105	178	148	93	168	186	261	79	25	123	106	232	165	134	219	86	107	30	35	38	35	38	57	46	114	951	174	325	131	88	162	190	179	465
LJGBIDFA_03815	NODE_51_length_13017_cov_48.355719	5717	6784	-	1068	134	236	192	189	210	166	177	233	255	335	225	202	277	750	1337	754	1109	1339	235	196	648	371	411	409	212	397	722	923	220	134	168	257	704	284	450	783	199	411	202	228	203	195	125	204	261	436	2236	711	1127	510	371	762	1254	729	1440
LJGBIDFA_03816	NODE_51_length_13017_cov_48.355719	6790	8256	-	1467	218	451	427	237	262	311	271	309	308	735	478	364	472	1523	2225	1471	2240	2682	361	310	1022	766	740	819	343	719	1222	1726	369	257	310	509	1165	564	499	1215	405	645	345	331	284	263	205	341	344	752	3123	952	1490	829	731	1039	1570	852	1695
LJGBIDFA_03817	NODE_51_length_13017_cov_48.355719	8321	9328	-	1008	487	1080	812	818	838	990	669	699	907	2159	775	1103	1583	3365	3517	3227	3712	4375	399	542	1814	1622	1534	1768	1273	1898	2237	3172	956	903	885	1152	2345	1280	1706	2247	934	997	402	516	501	517	313	468	499	1160	5010	2458	2725	3074	3311	3572	3475	2006	3115
LJGBIDFA_03818	NODE_51_length_13017_cov_48.355719	9345	9839	-	495	83	301	291	279	225	265	190	292	269	718	224	388	461	1169	1033	1142	1121	1283	141	103	552	578	440	618	568	603	734	975	375	312	382	415	660	441	345	628	342	318	158	125	146	161	68	117	129	353	2436	1054	1123	1141	1020	1278	1073	704	1146
LJGBIDFA_03819	NODE_51_length_13017_cov_48.355719	10240	11508	+	1269	123	434	474	585	491	814	342	394	433	1859	409	1259	1039	2232	2714	2251	2533	2746	479	345	1092	1113	1046	1335	938	1221	1263	1801	848	552	1020	1061	1434	1146	870	1422	778	565	298	156	329	319	219	257	262	719	3583	1059	1270	1645	1286	1593	1011	736	1346
LJGBIDFA_03820	NODE_51_length_13017_cov_48.355719	11745	12695	+	951	184	604	703	780	993	845	296	270	506	2872	299	2195	2040	2848	2427	2866	2544	2458	557	322	1606	1943	1748	1729	1415	2031	1860	2108	1520	917	1770	1677	1856	2137	1216	1688	1366	443	251	182	573	435	262	233	233	536	1522	553	541	1525	1380	1372	527	315	513
LJGBIDFA_03821	NODE_52_length_11302_cov_42.725523	74	274	+	201	81	97	136	99	84	96	49	112	97	116	198	50	258	237	303	188	263	289	99	143	131	93	162	90	44	47	121	181	61	13	78	74	131	138	99	234	69	78	58	82	70	64	62	47	119	133	496	88	147	265	176	197	92	140	168
LJGBIDFA_03822	NODE_52_length_11302_cov_42.725523	376	849	+	474	539	1634	1172	1367	1425	1581	695	1120	1123	2724	984	2098	2359	2702	2153	2346	2244	2671	3199	927	2185	2221	2362	2382	1944	2258	2040	2247	1655	1416	1534	1985	1835	2041	2278	2221	1827	1058	697	601	797	720	479	683	537	1118	1011	442	637	1015	922	901	787	665	553
LJGBIDFA_03823	NODE_52_length_11302_cov_42.725523	891	1442	-	552	1267	2484	1627	1489	1473	1567	1362	2415	2335	2222	1604	1723	1926	2650	3429	2621	3326	3544	1396	1376	1808	1875	1591	1795	1467	1532	1941	2234	1662	811	1825	1863	1926	2601	1526	2240	1346	877	716	1242	659	646	355	539	1116	940	1722	1692	2604	2474	2098	1594	3678	3072	1197
LJGBIDFA_03824	NODE_52_length_11302_cov_42.725523	1664	2401	-	738	342	1188	1047	1220	973	1487	667	762	911	2915	653	1941	1786	3017	3345	2787	3127	3598	1949	755	1992	1940	1955	2344	1404	2141	2084	2637	1118	893	1107	1644	2116	2036	1902	2378	1304	1015	463	480	547	450	311	569	509	1335	2381	1083	1210	1219	1107	1148	1139	787	1069
LJGBIDFA_03825	NODE_52_length_11302_cov_42.725523	2412	3464	-	1053	687	1903	1352	2233	1939	2146	818	974	1305	3226	1249	1919	3177	3791	3959	3889	3823	4412	3446	1388	2376	2777	2868	2488	1766	2645	2871	3753	2111	1268	2160	2432	2847	3499	1934	3016	2215	1519	1051	962	1127	1065	638	932	799	1769	2432	942	1526	1887	1815	1928	1589	1093	1269
LJGBIDFA_03826	NODE_52_length_11302_cov_42.725523	3536	4693	+	1158	2007	3915	3759	4588	3571	4164	2279	3512	4136	5437	4288	3814	8138	7538	5090	5545	6155	8137	15620	3411	7191	5680	8394	5451	3813	5331	5999	6452	4016	2928	3822	4997	6279	5897	4391	6125	3880	7427	4893	3151	3791	4419	3201	4563	3354	8530	3599	1862	2822	3509	2917	3298	2350	1717	2153
LJGBIDFA_03827	NODE_52_length_11302_cov_42.725523	4851	6716	+	1866	1356	3039	2883	2896	2540	3346	1599	2371	2965	6678	2180	3376	5022	11923	16737	14121	16561	19218	2909	1938	6526	5483	5270	6260	2942	6059	8543	14911	3429	2188	3968	3600	6857	5408	4736	7514	3663	4965	2635	2107	1957	1999	1325	2547	2328	5699	12134	3847	7179	6462	4839	6150	4586	3431	6507
LJGBIDFA_03828	NODE_52_length_11302_cov_42.725523	6713	7996	-	1284	2355	5210	4921	3149	2053	3098	2955	4408	4273	10331	4487	4313	3151	17118	23007	22450	24213	29453	3694	3438	10561	8337	6878	10451	4968	11184	14246	23947	4200	2873	4819	5439	8359	6320	5342	9337	4557	6924	4480	4394	2476	3090	1606	3137	4115	7066	7968	2291	4361	4816	2971	4192	3595	2250	3992
LJGBIDFA_03829	NODE_52_length_11302_cov_42.725523	8085	9794	+	1710	324	1276	1067	1886	2485	2202	553	572	914	4600	998	4370	4352	3218	3424	3363	2862	3458	3009	1156	2538	2769	3545	2908	1476	2556	2434	3382	2826	1148	4034	3085	3329	3650	1991	3046	2528	1641	1001	671	1866	1580	900	879	708	1889	2452	668	1104	1498	1350	1337	748	602	836
LJGBIDFA_03830	NODE_52_length_11302_cov_42.725523	9799	10377	+	579	204	416	489	527	509	510	176	291	347	744	781	598	1218	862	1036	786	937	1100	1105	492	1036	937	1200	1259	330	1124	1162	1411	542	183	517	491	1114	751	494	1279	339	562	388	569	592	451	257	244	420	662	672	348	379	570	569	563	329	160	196
LJGBIDFA_03831	NODE_52_length_11302_cov_42.725523	10396	11229	+	834	568	1528	1125	966	1008	997	667	990	1106	1881	1524	1103	1714	2177	2655	2566	2599	3100	3763	1227	2136	1778	2202	2344	1013	2375	2393	3519	1157	682	1101	1445	3252	2165	1897	3663	1043	1890	1186	1371	1271	1361	829	936	1235	1782	1774	629	1042	1392	1017	1157	1219	768	902
LJGBIDFA_03832	NODE_53_length_10992_cov_72.792945	304	474	-	171	998	1738	1838	2193	2937	2087	1525	1553	1898	3023	3253	2160	4932	3238	2930	2606	2854	3179	2791	2741	3017	2126	2508	2011	1702	2103	2108	2140	1651	954	2006	1764	1596	2316	1114	1808	1483	1887	1943	1491	1873	1900	1035	1472	1775	2007	2977	1054	1182	1541	1353	1698	616	606	1494
LJGBIDFA_03833	NODE_53_length_10992_cov_72.792945	479	2389	-	1911	10471	19894	18785	29270	33956	26350	13122	18459	21001	30531	37451	19366	59810	37616	25596	30034	29981	32600	33225	28751	31565	28207	32561	22372	23893	24191	26359	24625	21097	9377	23058	22561	22243	29642	15061	22135	20934	21729	25384	22420	26486	25164	14058	16392	22041	21130	30297	11482	17053	24753	24385	25911	7677	6284	14544
LJGBIDFA_03834	NODE_53_length_10992_cov_72.792945	2390	3100	-	711	3728	7179	5790	11086	13851	9279	4637	5955	6868	14159	13549	9239	23859	13942	9703	12484	10811	10962	9553	12286	10918	12381	13121	9234	8947	12156	11789	11718	10947	9111	14302	11735	10308	15514	10922	10734	12264	6609	10270	9010	10806	10383	5616	6208	8231	5941	10490	4252	6606	11632	12558	12341	2965	2193	6063
LJGBIDFA_03835	NODE_53_length_10992_cov_72.792945	3412	3681	-	270	100	160	344	169	243	309	158	172	307	622	424	415	605	537	690	630	605	709	1414	310	442	532	542	520	384	391	488	490	341	119	263	434	648	538	536	668	405	232	303	213	281	363	184	183	326	340	1769	601	574	717	495	633	170	152	557
LJGBIDFA_03836	NODE_53_length_10992_cov_72.792945	3735	4091	-	357	183	381	312	441	427	442	253	332	483	1047	560	730	1186	1286	1095	1254	1222	1294	1687	516	799	944	806	878	898	1090	885	911	650	564	804	809	1123	1038	651	954	638	439	509	401	391	551	312	284	450	397	2349	741	856	1211	808	1099	440	351	973
LJGBIDFA_03837	NODE_53_length_10992_cov_72.792945	4137	4454	-	318	226	496	628	336	363	610	340	277	635	1201	642	1055	823	995	1673	1015	1377	1321	1600	356	850	906	744	1078	603	633	628	908	632	418	666	822	1076	1081	729	1220	627	239	271	249	275	317	172	243	399	384	3205	1197	1020	1186	708	926	338	323	1198
LJGBIDFA_03838	NODE_53_length_10992_cov_72.792945	5343	6089	+	747	604	3004	3522	1618	309	2682	1463	1612	3060	3202	259	1363	662	5443	5642	4727	6513	7870	152	299	1573	766	758	1562	386	1065	2246	3452	591	352	1074	715	1496	1244	707	1645	588	822	329	324	305	270	167	375	312	1235	5709	2413	2158	3003	1524	2330	1340	989	2695
LJGBIDFA_03839	NODE_53_length_10992_cov_72.792945	6531	6710	+	180	164	473	682	197	98	260	319	292	470	767	280	604	323	1303	1100	956	1240	1340	151	260	418	385	252	478	251	334	444	773	362	208	444	329	360	496	188	316	300	267	257	133	147	163	72	92	200	258	727	282	227	524	245	409	242	117	360
LJGBIDFA_03840	NODE_53_length_10992_cov_72.792945	6948	7652	+	705	179	292	386	187	96	198	240	280	472	843	308	469	278	2067	3062	2010	2740	3123	204	248	990	604	508	931	312	584	1204	2424	249	186	206	302	957	350	613	1048	219	600	294	301	104	161	124	220	407	794	5443	1784	1798	1715	1035	1565	1082	584	2467
LJGBIDFA_03841	NODE_53_length_10992_cov_72.792945	7649	9574	+	1926	360	606	796	604	450	638	555	542	742	1895	764	966	1097	4542	6050	4606	5919	6627	837	570	2473	1482	1463	2083	988	1963	2811	4616	865	591	1093	867	2336	1065	1025	2028	695	1275	817	590	740	655	439	790	675	1500	11362	4121	5119	4104	2620	4171	1965	1336	4956
LJGBIDFA_03842	NODE_53_length_10992_cov_72.792945	9567	10520	+	954	46	270	214	363	421	391	91	80	150	625	146	389	931	962	1167	974	1037	1123	686	224	409	485	732	426	229	566	606	1071	547	177	707	418	862	687	285	697	499	224	176	128	396	305	177	116	175	231	3344	1319	1766	1663	1349	1651	794	571	1979
LJGBIDFA_03843	NODE_53_length_10992_cov_72.792945	10564	10917	+	354	12	65	57	80	103	86	67	42	17	297	20	192	191	209	414	483	367	373	69	51	75	143	154	165	192	210	294	476	180	65	189	166	281	152	220	240	161	84	73	39	106	63	41	51	26	54	921	324	577	276	357	403	303	184	712
LJGBIDFA_03844	NODE_54_length_9937_cov_43.732961	256	1704	+	1449	2793	15186	14850	10451	3087	12198	7358	8695	11667	55305	2230	23542	5371	55205	39624	72581	52938	52146	3434	2261	20160	17722	11638	21963	18051	23809	22772	26868	10364	8655	13128	14418	11483	13514	11787	13313	10677	7418	3070	1458	1920	2576	2020	3267	2006	7896	31323	10103	14685	19713	11320	14782	6091	5166	13492
LJGBIDFA_03845	NODE_54_length_9937_cov_43.732961	1873	2211	+	339	1095	2961	3027	3184	3787	3025	2083	2833	3656	8496	2532	5958	5980	8875	5908	9502	7544	8036	1602	3172	3804	4062	4782	4658	4724	6349	5291	5210	3689	2408	4146	4326	3139	5383	4344	5164	3972	2468	2130	2295	3460	2649	1515	1333	2107	2056	7260	4632	3739	4968	4476	4128	1892	1869	3363
LJGBIDFA_03846	NODE_54_length_9937_cov_43.732961	2350	2601	+	252	101	254	227	419	372	342	146	199	342	817	267	487	579	852	884	971	958	963	1053	181	473	583	728	827	753	680	708	947	356	281	343	534	776	596	463	885	359	390	236	199	292	288	169	186	175	501	568	334	283	558	399	377	242	284	240
LJGBIDFA_03847	NODE_54_length_9937_cov_43.732961	2608	3864	+	1257	539	1272	1443	1434	1511	1448	798	1223	1601	3251	1002	2052	1899	4500	5030	4924	5200	5927	7770	1164	3315	2709	3510	3757	2358	3027	3568	5046	1487	1260	1189	2402	4700	2736	2470	4146	1508	2699	1332	989	1510	1561	1068	1382	1320	3343	4230	1323	2020	2120	1726	2084	2525	2379	2403
LJGBIDFA_03848	NODE_54_length_9937_cov_43.732961	3864	4547	+	684	520	1121	863	896	992	735	564	833	938	1773	887	903	1167	3038	3034	3045	3072	4028	3411	749	2079	1721	2149	2091	1658	2474	2670	3468	892	1136	760	1326	2864	1625	2121	2724	1120	2029	1102	817	957	947	693	958	785	2138	2705	860	1590	1592	1010	1499	1803	1635	1536
LJGBIDFA_03849	NODE_54_length_9937_cov_43.732961	4620	5942	+	1323	764	2324	2803	3606	1891	2689	1432	2217	3151	9152	1587	6190	3189	7513	6982	9433	7839	7926	6523	1215	7546	7219	7152	6629	5755	6910	7509	7306	5767	4406	4748	8145	8035	7511	5952	7774	6965	3534	1752	1203	2021	2001	1327	1570	1498	4759	3763	1391	2403	3560	2335	3178	2474	1708	2441
